d_in,iter,A0,S0,P0,L0,simtime,mv_ndis,ev_ndis,mv_ydis,ev_ydis
0.05,290,0,0,0,0,2,122961.87166970101,7884.033334254803,58026.31190235801,7484.682981264728
0.05,291,0,0,0,0,2,45345.7452668327,8003.187164274419,78521.55735758715,18445.196566527487
0.05,292,0,0,0,0,2,30142.739751875026,6238.618394127587,94454.41762173768,7724.098282630959
0.05,293,0,0,0,0,2,344015.7852948369,11964.37960898374,58575.04369576037,5446.931570183346
0.05,294,0,0,0,0,2,61121.56215555015,62947.420493361846,98004.02426221076,14127.980294476194
0.05,295,0,0,0,0,2,62120.969727505224,22175.36844834514,80300.2543209348,10982.026033642767
0.05,296,0,0,0,0,2,38891.98828800988,198579.1447979574,68830.52544015397,53809.30161715124
0.05,297,0,0,0,0,2,48659.27289425258,19141.07698557403,49131.29515404698,15472.946413491665
0.05,298,0,0,0,0,2,93888.7528160082,2040.878876950961,46942.26381024104,4456.570363526851
0.05,299,0,0,0,0,2,183535.96578745515,32818.92092666276,73079.59008454699,18633.985740884596
0.05,300,0,0,0,0,2,29659.078857762204,14320.21469841971,55468.248568397794,4381.706501621786
0.1,1,0,0,0,0,2,84678.23064715955,8974.955733177041,60538.017108166474,4887.830873576798
0.1,2,0,0,0,0,2,28677.38245908226,95175.74437029996,34944.01894583051,36571.60868397301
0.1,3,0,0,0,0,2,104806.54988090583,75244.11832161619,39779.60860660273,26527.864942656983
0.1,4,0,0,0,0,2,48249.66525043767,3439.6035006023913,40621.86764587906,8408.36113165367
0.1,5,0,0,0,0,2,80998.96713372694,26872.105590990635,39023.49303804007,13549.563619221095
0.1,6,0,0,0,0,2,79457.24762956683,22966.549304976917,41663.33342129386,2484.4799004573074
0.1,7,0,0,0,0,2,17995.402659930976,3528.052753601435,29410.311496992123,7888.814538843884
0.1,8,0,0,0,0,2,16087.12743508324,11933.677573135474,47758.84441668112,4364.31429175244
0.1,9,0,0,0,0,2,53643.65624098299,372122.85512156674,40300.020587602354,29486.178532725935
0.1,10,0,0,0,0,2,43613.91052322345,44944.757638758485,75144.79031073576,3444.689898108839
0.1,11,0,0,0,0,2,398339.6543472049,9924.717943752588,54520.18920310323,8836.56732223475
0.1,12,0,0,0,0,2,53095.904012268766,63640.495906933735,26902.383801020635,11612.338761543268
0.1,13,0,0,0,0,2,40105.56413870361,24278.388392280154,38157.15108057685,8399.652837432172
0.1,14,0,0,0,0,2,39446.203660399915,151764.74980713072,33733.60720826152,4450.32325825137
0.1,15,0,0,0,0,2,49859.254330292606,7257.1325545921645,28956.501461946325,5382.960743881749
0.1,16,0,0,0,0,2,93246.50338801747,21229.855283142144,31472.63299834982,23939.378199622257
0.1,17,0,0,0,0,2,65023.819062076254,19161.315382932382,40133.11782443353,8993.09052806284
0.1,18,0,0,0,0,2,59274.52969802887,52169.775976836514,41838.467726550436,11983.503840722999
0.1,19,0,0,0,0,2,51141.25036451129,25889.757577231423,47939.98363589935,11725.754303522808
0.1,20,0,0,0,0,2,60154.33851395217,19535.338358261866,46125.25211998046,8596.160465164223
0.1,21,0,0,0,0,2,69628.8225588305,8543.135585667766,59544.99651185175,2929.3758181916273
0.1,22,0,0,0,0,2,47773.096995743676,39138.96230740847,63171.486025886225,15338.998463572025
0.1,23,0,0,0,0,2,5191.6604362921125,107025.77765811712,28085.55059123284,10512.919041965564
0.1,24,0,0,0,0,2,66918.0716019216,26090.079275776345,55208.45910344352,8631.810383754235
0.1,25,0,0,0,0,2,46254.214323681634,5794.515774201207,38604.1228318167,9748.172856232528
0.1,26,0,0,0,0,2,135547.5261127215,266333.36433276796,39298.21014774293,21610.75208355693
0.1,27,0,0,0,0,2,262687.79535036325,33967.39173335478,48177.87095425194,9950.94590899178
0.1,28,0,0,0,0,2,55069.36170542845,6278.947124283859,45776.50564281162,7461.96773791811
0.1,29,0,0,0,0,2,74287.35972822245,40020.596499348685,36938.78877409487,13128.59791618431
0.1,30,0,0,0,0,2,520025.0364492388,26515.260199662822,52091.06689183975,10163.288980608948
0.1,31,0,0,0,0,2,62671.25732449214,6566.6448571897145,40931.02407876095,4484.1428113009115
0.1,32,0,0,0,0,2,43880.32828771979,37102.14709117579,43552.56488017265,7724.463378076433
0.1,33,0,0,0,0,2,116672.11546933322,40178.006620417254,45003.720078288876,11001.978388734768
0.1,34,0,0,0,0,2,29833.741494448044,4494.42996464997,33222.834598581256,7105.303800912989
0.1,35,0,0,0,0,2,70043.06633743423,23064.51200977657,39150.94370370473,12655.863152481172
0.1,36,0,0,0,0,2,50812.961346354314,102484.82148781476,47817.98981371424,10636.99369072677
0.1,37,0,0,0,0,2,39072.93228792528,121151.03256436446,38076.74815548851,11975.961636819276
0.1,38,0,0,0,0,2,99048.70195953743,25955.898299544468,64094.74020728931,9345.072280205752
0.1,39,0,0,0,0,2,67424.37092920279,4891.0410378147,61473.19394439458,982.416858305728
0.1,40,0,0,0,0,2,15357.873440028572,6954.055042908149,29320.785121168952,2133.294752807208
0.1,41,0,0,0,0,2,2350.5352435895247,61094.037379249654,53666.93391286109,4828.553925748933
0.1,42,0,0,0,0,2,159171.93776418312,4589.473975164367,32404.18982602204,10366.642679962115
0.1,43,0,0,0,0,2,66180.74836721449,12002.408692790956,34653.90417175768,6139.652467601043
0.1,44,0,0,0,0,2,21725.891968566073,93765.25602445044,37690.97654969058,11495.998114518396
0.1,45,0,0,0,0,2,35876.71193076763,10022.322317952146,44328.664546807886,10710.367725006552
0.1,46,0,0,0,0,2,12755.662029601506,2769.3706188348733,45803.57385716675,5646.555522031569
0.1,47,0,0,0,0,2,43258.46767757299,10216.040842614004,29002.992253346743,5671.294206143389
0.1,48,0,0,0,0,2,49517.37410156268,25051.988154440456,63556.451288503544,4944.639969653239
0.1,49,0,0,0,0,2,65967.05578172598,16519.105009650648,33995.71102075906,4253.410245513489
0.1,50,0,0,0,0,2,42640.34879387692,13365.517995454748,36909.074564694994,14655.079345270642
0.1,51,0,0,0,0,2,139473.4719844885,26596.714132498186,41754.80273033103,13321.122848829238
0.1,52,0,0,0,0,2,69184.83633027514,23507.304254080726,53206.53394336505,11895.780149163991
0.1,53,0,0,0,0,2,89721.8283361009,10965.683799695482,62018.56512205266,4401.172547708313
0.1,54,0,0,0,0,2,71928.53586057806,39511.81516973857,44719.342941499504,15827.234256996664
0.1,55,0,0,0,0,2,6644.083948723101,45896.12211463949,33745.87786898701,15425.70512626454
0.1,56,0,0,0,0,2,40721.61642409426,61961.32999114809,32411.06166067631,77746.11320041824
0.1,57,0,0,0,0,2,56439.60511702709,13836.48398708853,77019.53003136153,3948.7567730246574
0.1,58,0,0,0,0,2,343194.5321659542,11640.785725670768,35534.64133822701,1206.0511031282513
0.1,59,0,0,0,0,2,32250.297004627722,15205.628760647334,47311.74035296125,9133.786112314781
0.1,60,0,0,0,0,2,11993.73726649482,13552.046687818813,28368.395486129306,6464.448026176598
0.1,61,0,0,0,0,2,30182.424513339043,195098.84666933832,34290.508958381695,22977.119336259337
0.1,62,0,0,0,0,2,19451.762262359945,31397.392858379048,55918.83905568405,6917.672886792467
0.1,63,0,0,0,0,2,88190.67142191547,12127.46007375338,46255.60275180737,25343.429631843544
0.1,64,0,0,0,0,2,44573.1403236624,25444.126483002714,36679.227688798324,9981.934472947194
0.1,65,0,0,0,0,2,124431.42591789764,82322.32587438973,32752.182951295566,11477.762805406599
0.1,66,0,0,0,0,2,96969.16571285168,124316.72339579962,36103.98235142282,10035.29408504119
0.1,67,0,0,0,0,2,30118.613147046286,8676.026103785676,40270.571637597095,11294.416651215714
0.1,68,0,0,0,0,2,118607.77804666582,100127.26515857267,54980.40772452133,16355.679707537813
0.1,69,0,0,0,0,2,12517.160717765311,15489.061490396636,32918.97038037686,3494.487106494684
0.1,70,0,0,0,0,2,314048.508927553,3466.6789348033576,56564.00859591731,4250.980491051057
0.1,71,0,0,0,0,2,255174.33583975205,11650.89717882652,44564.17074339911,6171.550039267615
0.1,72,0,0,0,0,2,37341.5859531416,6632.10269755741,29987.15745330619,11452.101632834972
0.1,73,0,0,0,0,2,100617.92043480264,11022.543039305168,60488.741042934016,5780.020970364081
0.1,74,0,0,0,0,2,36118.22406396325,7702.540607617712,57858.89054880357,15522.395949750964
0.1,75,0,0,0,0,2,69385.70470592042,26029.693174561562,80613.65610935692,9287.161817147171
0.1,76,0,0,0,0,2,31072.277669588686,13127.987893115669,34721.056606929094,8333.355956740885
0.1,77,0,0,0,0,2,91136.45472536614,57564.114992752,38211.19712428781,25516.346318680517
0.1,78,0,0,0,0,2,11736.66708459252,42630.855057276436,45525.3160561174,10148.585117074388
0.1,79,0,0,0,0,2,43430.307398301324,18507.669240670642,72634.86522185265,5182.289421319578
0.1,80,0,0,0,0,2,22374.41502313812,7106.977048133236,37033.17050255823,6201.568276623193
0.1,81,0,0,0,0,2,26086.785725366793,4475.949283350796,30525.198963517672,2484.690443508929
0.1,82,0,0,0,0,2,49751.39649496977,9993.838111045403,56529.144543977694,7965.6139636219
0.1,83,0,0,0,0,2,54204.33152499765,48624.09320934676,34458.576071906406,35503.30445036602
0.1,84,0,0,0,0,2,46282.769737700706,19358.33794843302,59842.479965473205,13738.05608163374
0.1,85,0,0,0,0,2,65755.82736215013,73064.87427146739,46416.474940811175,9595.549844908779
0.1,86,0,0,0,0,2,34505.45150627856,21720.360246654618,37158.990614172544,12403.918242655676
0.1,87,0,0,0,0,2,114546.4688546809,24032.336870861574,34818.1629126406,7558.30032015263
0.1,88,0,0,0,0,2,40625.19112956465,16165.112555993706,28886.218167655603,10806.593994561947
0.1,89,0,0,0,0,2,70534.8059448126,7593.3900932255265,29324.42354995864,7140.331078647318
0.1,90,0,0,0,0,2,52212.968905336864,126449.80601061367,46761.92864433148,12406.244770768826
0.1,91,0,0,0,0,2,62792.570246508265,14480.57075275259,52956.29971670369,5285.505061966109
0.1,92,0,0,0,0,2,36477.82219124869,3885.7325714687963,38573.1638609223,1076.6853575292143
0.1,93,0,0,0,0,2,80271.75286058174,22478.196560474244,63481.768767614405,8939.008550519175
0.1,94,0,0,0,0,2,332158.5978591949,44726.9039537707,83277.87676573654,5758.3284103298465
0.1,95,0,0,0,0,2,193711.8781308454,14568.225090925234,48445.1429147325,16875.218189796302
0.1,96,0,0,0,0,2,57470.58264306538,28334.590929151866,46355.99359741545,8617.285303910612
0.1,97,0,0,0,0,2,9614.307899642776,39831.13408267867,34316.67970054139,17035.942541234395
0.1,98,0,0,0,0,2,85588.83452205967,4377.5241394256,37533.42626219504,3223.0592513246393
0.1,99,0,0,0,0,2,274584.22968104214,816.1585758869909,108132.40846925018,6117.867412574131
0.1,100,0,0,0,0,2,80875.47700184742,7434.229923377197,47852.1240601256,5411.06097276171
0.1,101,0,0,0,0,2,102979.74763761392,4381.320508651701,44421.13410878515,3527.546127999673
0.1,102,0,0,0,0,2,91024.16508778378,10067.470233157645,40532.72916070938,5867.905081801649
0.1,103,0,0,0,0,2,30206.623761574752,20810.02752441735,36669.83809936759,13089.620455380456
0.1,104,0,0,0,0,2,86169.14313844433,14815.889593756963,37863.27756369197,12058.367140375356
0.1,105,0,0,0,0,2,111350.11943073514,4077.9710533587313,70833.62245018667,2665.7162185037632
0.1,106,0,0,0,0,2,59299.910042259056,38130.117560760504,49671.58553681689,14824.755852267592
0.1,107,0,0,0,0,2,48479.67165165558,13424.127753870245,142845.99215393254,6944.940653990721
0.1,108,0,0,0,0,2,26725.813760260255,23201.555575046303,46632.34600591012,6405.065249131336
0.1,109,0,0,0,0,2,125191.8336796254,13644.281155891054,41666.062933330555,39373.11057894828
0.1,110,0,0,0,0,2,421613.3439025352,3892.813474644184,56416.080099086765,8183.916650875839
0.1,111,0,0,0,0,2,21728.156676572926,42405.03614164062,40011.349267717,15330.572801009648
0.1,112,0,0,0,0,2,65062.455699485894,13367.523140214043,62406.76046521214,5058.764247263811
0.1,113,0,0,0,0,2,32089.167780979544,179733.81692641263,39837.17246089781,15350.749811848946
0.1,114,0,0,0,0,2,84666.30917191089,3383.775123466792,36985.43740620737,5234.369708388061
0.1,115,0,0,0,0,2,58941.78297660808,89810.59172082093,54594.71497044246,1068.47080465093
0.1,116,0,0,0,0,2,42306.791129700796,164430.2729410454,63532.22938497721,615.3217153018659
0.1,117,0,0,0,0,2,10704.435324284732,26616.41935996722,34673.8304155851,19503.273216562917
0.1,118,0,0,0,0,2,75259.26241357735,74965.37239051664,55764.32220173363,11183.54104350204
0.1,119,0,0,0,0,2,535983.836744094,29317.19911982641,38034.652253396656,19951.355001693424
0.1,120,0,0,0,0,2,27127.31998109131,35698.15598156023,33489.715329221886,5828.7988552913475
0.1,121,0,0,0,0,2,59943.241959619205,3642.828586588962,41800.011784100345,5577.718106104335
0.1,122,0,0,0,0,2,66524.60155568474,50047.57542874382,37079.40717028442,10305.74052977425
0.1,123,0,0,0,0,2,40295.324042432236,6263.50916497644,40308.52631855996,17772.66446170143
0.1,124,0,0,0,0,2,24669.44835838841,9720.170773742724,35969.864314676204,6881.517410281573
0.1,125,0,0,0,0,2,36964.23672104246,127579.5127483403,32615.93181937927,12248.187305709638
0.1,126,0,0,0,0,2,115394.69185761298,11290.752789215048,64011.27879361389,3514.9860987266024
0.1,127,0,0,0,0,2,126116.83010699108,95831.61194587516,31579.725418990747,8088.2270175051635
0.1,128,0,0,0,0,2,36351.390881709645,6477.338361505215,34973.76934664645,5579.4572680412675
0.1,129,0,0,0,0,2,24564.345007689102,29974.420739167654,32828.174999381285,7651.990080487243
0.1,130,0,0,0,0,2,256925.56956701906,4887.8849002101915,50512.30750053963,19839.95306901848
0.1,131,0,0,0,0,2,44048.33465500635,6209.210504794215,36188.69551942132,1681.1355217572254
0.1,132,0,0,0,0,2,15692.320306781176,23426.675143219098,49732.089987359905,11043.171635549676
0.1,133,0,0,0,0,2,53235.173700628264,2504.3089110149504,34149.35998319262,6565.584435183551
0.1,134,0,0,0,0,2,38218.19377052872,27917.463591829735,42122.01718570397,10417.723441317825
0.1,135,0,0,0,0,2,109973.80617237953,4351.397980796441,77395.06063115185,3123.657157891206
0.1,136,0,0,0,0,2,159246.93537593298,20970.039624135396,48354.46177369941,13379.421054107079
0.1,137,0,0,0,0,2,9066.785716373077,9879.558238536712,48085.93720621201,13463.718964056792
0.1,138,0,0,0,0,2,23020.45671191546,26398.143923116553,42114.410684716946,25848.839548523356
0.1,139,0,0,0,0,2,59443.238619508236,12799.383575854195,49562.517437218645,6157.898602335474
0.1,140,0,0,0,0,2,53517.02576149183,11760.299564572164,47550.72551026068,6460.0847614595405
0.1,141,0,0,0,0,2,146542.76490787376,52842.93331498678,78496.71115202895,4353.961111763696
0.1,142,0,0,0,0,2,27467.455342931687,81469.37416959983,35526.797984641635,28165.737842627786
0.1,143,0,0,0,0,2,50813.655955009875,20468.822624096025,41062.82760028933,6908.079092708733
0.1,144,0,0,0,0,2,170113.75707925885,38150.59637207845,38306.67136524388,19481.375728950185
0.1,145,0,0,0,0,2,128474.9325978972,2172.4910772877447,46655.33513756988,1855.9850640829843
0.1,146,0,0,0,0,2,369543.0917319105,109182.46809012823,38435.08838722172,19608.32322639845
0.1,147,0,0,0,0,2,22955.376018204846,26483.026440160993,34250.0410443017,4359.487032624096
0.1,148,0,0,0,0,2,315526.04586320254,37759.95470074322,198483.21762663082,16997.03827693827
0.1,149,0,0,0,0,2,53463.332065523,42907.41897037252,46407.81247984609,6908.875083384198
0.1,150,0,0,0,0,2,45136.95892217962,59977.85032559153,50042.19713454786,8192.514092754594
0.1,151,0,0,0,0,2,60004.826998093005,6307.146765782827,44792.877572799145,8856.649849720012
0.1,152,0,0,0,0,2,13916.31716955146,52942.91348370417,36610.20666418598,14181.85498969862
0.1,153,0,0,0,0,2,134699.71678979704,26586.88431750008,81416.22629314112,6967.817075725377
0.1,154,0,0,0,0,2,25876.521450159235,17576.65473455794,55927.18751713645,2427.690569712048
0.1,155,0,0,0,0,2,350906.83392986376,2376.2049651481316,52536.64328342465,4303.053989697175
0.1,156,0,0,0,0,2,107202.63079447443,11317.880780584364,41862.88426499537,4651.453420542198
0.1,157,0,0,0,0,2,28181.10257748976,262153.24544334214,38644.25356460591,21857.605346917288
0.1,158,0,0,0,0,2,65279.988442559734,87347.66306931626,37850.80359850275,29586.179402268423
0.1,159,0,0,0,0,2,29755.038263003287,8230.367117446167,46174.168257397076,8235.489085660814
0.1,160,0,0,0,0,2,17641.544964675224,19150.07739803664,42335.40538750579,16910.638325835687
0.1,161,0,0,0,0,2,17248.95842141054,22466.69093696297,37177.73505941427,13964.635246756654
0.1,162,0,0,0,0,2,33350.74951560964,21606.359924602293,35938.76768426972,13489.41519864074
0.1,163,0,0,0,0,2,55792.42809879245,109073.04972301616,38071.31039033165,5853.5467237950525
0.1,164,0,0,0,0,2,71848.02898027364,52565.240947805236,38000.95050172642,4337.199573404367
0.1,165,0,0,0,0,2,35793.682665388726,11809.302833794887,47234.196567643245,6514.284591957775
0.1,166,0,0,0,0,2,95536.19291444571,23109.84229776202,62270.59366921728,10856.734810359096
0.1,167,0,0,0,0,2,54869.61758004468,15577.716161499251,46847.51219976802,5633.494798523424
0.1,168,0,0,0,0,2,34693.97167864359,19022.000193096228,57183.68129464633,10837.713247409694
0.1,169,0,0,0,0,2,73546.1322620199,38100.9180380422,41099.914622625176,2950.70626813311
0.1,170,0,0,0,0,2,108343.88318431599,33338.25095816246,54079.205551440195,2547.6625256280986
0.1,171,0,0,0,0,2,37704.19370962134,20689.95728185957,51314.652459181634,7650.687719310202
0.1,172,0,0,0,0,2,94998.48277999822,238317.29654971816,40730.652973720615,97223.56934610874
0.1,173,0,0,0,0,2,37817.85081432204,12910.195489114098,37105.5377177267,12246.547011036477
0.1,174,0,0,0,0,2,23805.525540683433,7184.656649268539,33287.24376272788,841.5066338301949
0.1,175,0,0,0,0,2,36169.31831787456,3835.645431433668,54863.74608906,2223.0527852107466
0.1,176,0,0,0,0,2,27317.65395878139,66186.79679766075,22436.08953552035,12323.879706951822
0.1,177,0,0,0,0,2,50874.82488402156,41099.69518025876,46221.40592944987,7044.668174879534
0.1,178,0,0,0,0,2,104149.03167321355,24565.404390164913,33424.95907954293,9464.358124106608
0.1,179,0,0,0,0,2,54271.30738004301,5724.5044835696035,32414.764668766915,11436.173100047581
0.1,180,0,0,0,0,2,56394.57982841766,8093.245398701738,38107.45928184178,6792.495294282535
0.1,181,0,0,0,0,2,11696.472233981167,28957.295110474093,31739.09011644806,10469.030165245767
0.1,182,0,0,0,0,2,57598.59896010224,10644.152887657989,58028.64100054361,7438.824618377007
0.1,183,0,0,0,0,2,47394.074577405176,25642.013487287346,42642.347728423265,10040.214946513379
0.1,184,0,0,0,0,2,16956.172384650094,29523.181361971776,37361.83843536347,6894.02617945887
0.1,185,0,0,0,0,2,57430.60007698833,23513.996151617786,35071.0063399164,4969.043719481208
0.1,186,0,0,0,0,2,38385.601991042546,6553.17361930548,30399.47080702611,3358.647771584002
0.1,187,0,0,0,0,2,8451.413053404332,10601.444763642758,35720.74520195478,12172.270908936913
0.1,188,0,0,0,0,2,72453.60470920149,13443.582930817765,69085.61320282113,2594.9739636411723
0.1,189,0,0,0,0,2,112384.41687701164,60648.02239000784,44817.4262591585,16983.644088463374
0.1,190,0,0,0,0,2,36032.078745461586,6980.422306050287,61684.13647661814,5800.846998537054
0.1,191,0,0,0,0,2,260142.09144202,11402.09818747531,121263.34440583164,13563.007772582561
