d_in,iter,A0,S0,P0,L0,simtime,mv_ndis,ev_ndis,mv_ydis,ev_ydis
0.2,267,0,0,0,0,2,14605.76365571479,21406.856640822516,24647.58717181502,211.40554579425952
0.2,268,0,0,0,0,2,50934.104412130735,46836.4900132182,32425.653982535394,4555.736736256139
0.2,269,0,0,0,0,2,100303.1365380435,5835.105587476014,51345.29656049313,5870.959142366185
0.2,270,0,0,0,0,2,13982.91102724686,62995.92975852836,31402.333143788634,7469.978293453998
0.2,271,0,0,0,0,2,105272.20590794082,3843.184037040366,31777.403874815005,7036.666528299342
0.2,272,0,0,0,0,2,34304.33102448945,352.76535031650565,35442.048114681515,370.9808007518559
0.2,273,0,0,0,0,2,32683.86041595685,3969.957131480162,24287.882794985733,5994.54532820944
0.2,274,0,0,0,0,2,21929.290701338705,23713.061098965623,18102.175720886054,12481.671998378137
0.2,275,0,0,0,0,2,34585.13774876278,16310.421404750488,25130.971884650062,2884.2187636517315
0.2,276,0,0,0,0,2,9755.136852845844,6635.211631985699,26447.50407580592,14811.797169027492
0.2,277,0,0,0,0,2,32248.85478812063,20246.19684772227,30288.361494425633,6065.262298762342
0.2,278,0,0,0,0,2,67805.11878748446,441.1340444442384,34962.70890210713,5267.1160733922625
0.2,279,0,0,0,0,2,61726.93058808864,6622.948685588885,34671.69874875133,3951.844478827672
0.2,280,0,0,0,0,2,21049.057563949907,10442.794429456795,46455.65137087957,2205.6356648473757
0.2,281,0,0,0,0,2,28448.634211075656,11034.22683940751,28421.027563618532,2763.055573049918
0.2,282,0,0,0,0,2,10227.210579212724,7171.423177573966,28108.278663452056,9637.406731610114
0.2,283,0,0,0,0,2,52587.026428741156,3743.0883285091804,29358.327491344688,4049.7707343177876
0.2,284,0,0,0,0,2,14952.661080993708,36144.896027341514,29239.163812448493,13281.757647661247
0.2,285,0,0,0,0,2,17715.001673139053,14101.890735906652,29569.649213553963,19578.947515424683
0.2,286,0,0,0,0,2,44548.216728588646,2489.0943273580024,28885.270830149246,5297.630877320372
0.2,287,0,0,0,0,2,46070.32597357053,26222.967407883683,18560.535952702718,8652.031027070232
0.2,288,0,0,0,0,2,58918.453494428184,14272.79518051189,31106.340450931224,4858.040062785939
0.2,289,0,0,0,0,2,54384.446360368456,31386.791457794257,28888.00473777409,6613.879635347399
0.2,290,0,0,0,0,2,60483.352604898115,2778.2057595968527,28761.889451484458,3319.3879802354086
0.2,291,0,0,0,0,2,22656.434636209815,4009.7481302602105,38576.24905013219,8773.01729361282
0.2,292,0,0,0,0,2,15227.034938963023,3127.917966610558,46495.39868022541,3342.9136241768942
0.2,293,0,0,0,0,2,159050.29982073914,5183.103208917433,28728.59722531149,2212.476498169469
0.2,294,0,0,0,0,2,30473.69477730027,24105.28881163313,47668.233762790434,6082.83162619711
0.2,295,0,0,0,0,2,30863.603528111948,9719.093789464214,39366.96337282393,4946.0139355589145
0.2,296,0,0,0,0,2,19546.119483315975,90894.32911046303,34021.14489989394,25359.256043805988
0.2,297,0,0,0,0,2,24465.914476009235,8670.116678928924,24465.000676185973,6598.371643823119
0.2,298,0,0,0,0,2,46577.6130861395,834.3031826689387,23320.42562111818,1917.2454331703461
0.2,299,0,0,0,0,2,88466.15723378328,15353.566730298051,36035.281052179686,8742.764048161154
0.2,300,0,0,0,0,2,14971.949845527639,6825.772590029503,27449.11724001835,1811.8155866456996
0.25,1,0,0,0,0,2,52850.783513869355,4951.235808378211,37533.047731713166,2704.3713672971844
0.25,2,0,0,0,0,2,18185.641532339712,58073.42960762348,21932.66691682283,21176.542699694444
0.25,3,0,0,0,0,2,65169.53334223936,46574.800906123586,24868.045405033692,15445.430306192844
0.25,4,0,0,0,0,2,30292.6935003732,2182.772164605244,25391.778950048294,4914.3514026782395
0.25,5,0,0,0,0,2,50604.283575549285,15659.57188255777,24317.335872043477,7526.166433929686
0.25,6,0,0,0,0,2,49519.49752871785,10866.117296064927,26076.608606641028,1310.9860673325047
0.25,7,0,0,0,0,2,11366.213205383181,2220.620819830453,18380.03796400328,4711.137670481712
0.25,8,0,0,0,0,2,10211.998830149312,7215.6685468342685,29787.422393006207,2324.9261114390556
0.25,9,0,0,0,0,2,33659.76112417641,194312.97600572868,25326.292014756487,17451.614231300202
0.25,10,0,0,0,0,2,27334.38200528692,26474.58464686652,46166.80429332827,1845.2149313643672
0.25,11,0,0,0,0,2,238772.18510837955,5301.874137975284,34143.5775408367,5245.7583519481605
0.25,12,0,0,0,0,2,33401.67889603538,28076.439233576762,16936.01119306706,6824.301649519397
0.25,13,0,0,0,0,2,25222.366525176287,14849.008910425964,23901.01920110989,4505.423709561527
0.25,14,0,0,0,0,2,24903.081303778185,79370.44400991776,21110.301679370066,1897.964991963221
0.25,15,0,0,0,0,2,31323.344579051867,3886.435892697644,18194.82123279101,2604.540232260071
0.25,16,0,0,0,0,2,57475.36454788502,13366.927246085912,19725.11600053169,14851.503456843979
0.25,17,0,0,0,0,2,40578.65125688999,12057.878085215878,25146.065167484474,4994.768147400227
0.25,18,0,0,0,0,2,37105.260020772585,32082.793277969602,26152.710742689924,7174.125233898119
0.25,19,0,0,0,0,2,32158.343309685286,16186.154844672248,30100.302714451376,6582.550554319732
0.25,20,0,0,0,0,2,37697.855318762005,12290.186240418981,28816.313045101913,4891.610702258139
0.25,21,0,0,0,0,2,43179.93159360943,3987.478726801981,37212.546083566784,1597.7707489916606
0.25,22,0,0,0,0,2,30040.141913642565,23999.530271435764,39232.301139267256,8889.98707139129
0.25,23,0,0,0,0,2,3346.0825097449238,44840.86666035687,17637.338983281665,4265.614687941241
0.25,24,0,0,0,0,2,41703.72369635267,15875.498679428792,34431.064222070236,4922.904612069355
0.25,25,0,0,0,0,2,29073.192235806226,3463.3517126862207,24288.39980718294,5495.07856382753
0.25,26,0,0,0,0,2,83266.6486801398,144793.7162920204,24543.213025633937,10817.18517289931
0.25,27,0,0,0,0,2,157779.78874840203,20636.249659666115,30156.729606742236,5465.413725486978
0.25,28,0,0,0,0,2,34443.14579742883,3414.9209642421342,28574.372659171968,3722.4009696637368
0.25,29,0,0,0,0,2,46273.405119755575,22511.371751274866,23123.096571695645,7291.2589573949845
0.25,30,0,0,0,0,2,296303.2159249469,15619.494864405515,32532.89349494965,5735.901692114101
0.25,31,0,0,0,0,2,39127.36718947172,4014.007078718549,25606.776530184994,2562.8941721207207
0.25,32,0,0,0,0,2,27624.009513676217,18773.449465062706,27246.362183806476,3968.3445055872426
0.25,33,0,0,0,0,2,72898.15558860678,23149.670735114603,28265.55043947376,6339.987578017675
0.25,34,0,0,0,0,2,18854.02699552005,2623.1605561996253,20859.48060607369,4032.3546603633768
0.25,35,0,0,0,0,2,43733.29482707301,11892.734625550711,24418.165322965775,7344.126686601988
0.25,36,0,0,0,0,2,31789.032379817676,61209.10241224812,29941.59505547163,5452.391986042268
0.25,37,0,0,0,0,2,24577.92706201696,68789.13871168514,23733.69660440779,6446.650332514269
0.25,38,0,0,0,0,2,61669.455843489115,15675.895677731964,39901.217887267485,5533.20343373778
0.25,39,0,0,0,0,2,42220.593057385515,2980.270289663367,38334.89933801716,485.4564191136383
0.25,40,0,0,0,0,2,9779.338604945362,3929.6193894162734,18475.16816373682,1182.8612477714162
0.25,41,0,0,0,0,2,1578.0061745698558,34269.376710717814,33378.83265700358,2817.3695641368345
0.25,42,0,0,0,0,2,98273.72281324957,2912.9646839206544,20336.96619599359,6217.469351056531
0.25,43,0,0,0,0,2,41319.113394653476,7283.073590722777,21717.956004837928,3392.575054330705
0.25,44,0,0,0,0,2,13836.878431341485,43689.440962307766,23644.233944098116,6309.3004812980325
0.25,45,0,0,0,0,2,22708.96195362875,6240.0142369968735,27821.21010526286,6317.626430699955
0.25,46,0,0,0,0,2,8145.192781196119,1763.4402141754088,28681.258722274273,3192.7518273151118
0.25,47,0,0,0,0,2,27212.01127730924,6218.544520826034,18215.641334506174,3164.245090074643
0.25,48,0,0,0,0,2,30995.95884570721,15594.068245032991,39617.95689641739,2688.0310400619383
0.25,49,0,0,0,0,2,41377.69664195939,8181.647726696736,21409.313141290462,2127.790542667351
0.25,50,0,0,0,0,2,26879.63872977921,8406.295883160248,23118.738900109467,8608.547523362515
0.25,51,0,0,0,0,2,86090.76941964508,16720.198919315004,26215.647303295853,8164.391689690049
0.25,52,0,0,0,0,2,43341.44469295071,14048.546304024996,33116.67886373181,6881.335932878301
0.25,53,0,0,0,0,2,55594.70413831972,6696.223324539371,38338.700828577304,2583.493881771037
0.25,54,0,0,0,0,2,44904.91476804054,24633.094583477658,27885.16286738791,9265.583997195501
0.25,55,0,0,0,0,2,4285.0413468926445,27975.10381604031,21117.16786198382,8931.3090513468
0.25,56,0,0,0,0,2,25654.379782972817,38308.74113843534,20366.90648494669,41985.91507832398
0.25,57,0,0,0,0,2,35493.39150540381,6334.8517595493795,47699.85348120809,1885.0973638605547
0.25,58,0,0,0,0,2,199452.7790443712,6859.985190140278,22257.3760004669,577.3792367066237
0.25,59,0,0,0,0,2,20357.890986404807,9016.552788796049,29686.083079469558,5024.9279200063265
0.25,60,0,0,0,0,2,7683.112353840714,7921.4924726692825,17845.711937861786,3385.54630374544
0.25,61,0,0,0,0,2,19128.759223562,107626.21932812722,21517.66496253094,13796.393956927112
0.25,62,0,0,0,0,2,12355.019090760075,16552.325312478526,34897.33576393362,3718.9487714687857
0.25,63,0,0,0,0,2,54782.27940294486,7516.307211251819,28843.659256353843,15364.230127170005
0.25,64,0,0,0,0,2,27958.98328391767,14040.630850935282,22824.45442979663,5697.549861006797
0.25,65,0,0,0,0,2,77391.50957416315,34247.19723475911,20524.6206629978,6715.068776350423
0.25,66,0,0,0,0,2,60310.28489521065,75156.74531763542,22546.744139023627,6054.612198029602
0.25,67,0,0,0,0,2,19025.667963777454,5329.797834370942,25286.240405018158,6370.357390397894
0.25,68,0,0,0,0,2,73056.42975522015,53593.08008683788,34102.5924415483,9686.0306568997
0.25,69,0,0,0,0,2,7992.881366889125,7936.203200287826,20663.87939671486,1718.2941114638961
0.25,70,0,0,0,0,2,186227.05828518164,2146.7645364405957,35278.94525030719,2490.0671726098803
0.25,71,0,0,0,0,2,153993.27774409583,5946.866679334237,27812.470880412315,3529.043029160084
0.25,72,0,0,0,0,2,23568.53205435301,4215.036594347365,18841.572243191356,6582.380909806483
0.25,73,0,0,0,0,2,62454.83831536169,5965.818214672046,37334.24641630341,3278.377568534095
0.25,74,0,0,0,0,2,22776.84382894754,4822.212916347147,36076.41486477976,9317.224268283557
0.25,75,0,0,0,0,2,43263.721910197135,16281.228060114241,49842.53212470738,5587.1296936185745
0.25,76,0,0,0,0,2,19620.437405311815,8254.744112556144,21717.194574271365,4963.4014680962
0.25,77,0,0,0,0,2,56943.67950035848,34669.43518453535,23928.728721032967,15159.222033004982
0.25,78,0,0,0,0,2,7499.584699107321,25316.82235495815,28437.62397130229,5993.156005324627
0.25,79,0,0,0,0,2,27228.274922030887,11174.458783037708,45001.80842848413,2890.65220323659
0.25,80,0,0,0,0,2,14182.83011747082,4443.2479208674695,23043.330029785353,3591.2929533883926
0.25,81,0,0,0,0,2,16509.467913417226,2604.1707140510393,19146.932789414506,1367.8269544755917
0.25,82,0,0,0,0,2,31252.31626406693,6016.351433919407,35368.5063086071,4794.715087687026
0.25,83,0,0,0,0,2,34087.525636326376,30204.84312087138,21564.848897467866,21582.50524592278
0.25,84,0,0,0,0,2,29097.784766128738,11588.909709381065,37324.78470535096,8473.20670945566
0.25,85,0,0,0,0,2,41100.27435298978,44767.53237094738,28838.816112477878,5722.962328398737
0.25,86,0,0,0,0,2,21762.351612799248,12773.98973758376,23346.71021253804,6356.435064957465
0.25,87,0,0,0,0,2,71144.71923094461,14199.627264942224,21897.66510722531,4510.346480988255
0.25,88,0,0,0,0,2,25522.292246635014,9613.952912026089,18149.67717873962,6214.083461379941
0.25,89,0,0,0,0,2,44133.19869343408,4780.137224022957,18427.79430297421,4098.473435837608
0.25,90,0,0,0,0,2,32785.82620308462,77072.23182446268,29240.090533755832,7351.332568958689
0.25,91,0,0,0,0,2,39359.77274060237,8919.424167895915,33115.94518468333,2333.490228487939
0.25,92,0,0,0,0,2,23004.870602107636,2369.097576485434,24169.867831038722,481.0277543708935
0.25,93,0,0,0,0,2,49692.97384499066,13248.125144588264,39448.405351029025,5109.596849628466
0.25,94,0,0,0,0,2,199466.99712450488,22778.637653231093,51305.421359336964,3127.370807476573
0.25,95,0,0,0,0,2,119661.91010427268,9190.968213961349,30249.116787636172,10092.341006792363
0.25,96,0,0,0,0,2,35991.56378771545,17337.57723199534,28890.444649438206,5159.507924731844
0.25,97,0,0,0,0,2,6191.822698061963,20490.20698045408,21565.730403083995,9493.040068268894
0.25,98,0,0,0,0,2,53405.61162361823,2567.6885405162598,23496.051914665608,1710.6281416914426
0.25,99,0,0,0,0,2,164002.32590746737,520.2333644518244,66350.40433807844,3650.5536079010444
0.25,100,0,0,0,0,2,50458.42766273826,4142.717443759342,29941.97482814125,3089.9273276912863
0.25,101,0,0,0,0,2,63934.2701467172,2714.780528968692,27699.20126203041,1986.8635384571326
0.25,102,0,0,0,0,2,56440.791473134996,5875.953478154828,25342.395089328795,2797.9479937040387
0.25,103,0,0,0,0,2,19060.085706056427,12811.243508821548,22909.285856415416,7174.8933853335475
0.25,104,0,0,0,0,2,53866.49493423872,9368.784911808616,23787.19711173593,7297.168458420363
0.25,105,0,0,0,0,2,68795.54880601756,1756.4541937331542,43866.38340820123,1325.9194913105566
0.25,106,0,0,0,0,2,37143.461741795065,22376.37385126818,30942.40398505339,9036.804930660835
0.25,107,0,0,0,0,2,30578.55950806106,8226.963560833603,87229.62705085932,4036.4679468056856
0.25,108,0,0,0,0,2,16941.423856234058,12308.341354489947,29174.334132488424,3652.4361514594707
0.25,109,0,0,0,0,2,76653.49978522661,7777.2160076168675,26104.206444908104,19538.04699760945
0.25,110,0,0,0,0,2,246812.34227520158,1931.1077401644761,35137.961916747874,4697.677288323946
0.25,111,0,0,0,0,2,13818.423923139319,26116.954177188545,25072.064173693598,8130.289242373446
0.25,112,0,0,0,0,2,40818.282114374284,8128.155476460819,38761.55526996243,2862.4244178971085
0.25,113,0,0,0,0,2,20230.74907345851,109315.00216235859,24945.917379692866,9416.897308394648
0.25,114,0,0,0,0,2,52863.69388885869,1542.4903412081394,23153.692589033177,3048.37824826933
0.25,115,0,0,0,0,2,36906.6300335059,47394.988653109394,34078.27595981939,533.8979898317565
0.25,116,0,0,0,0,2,26636.944692694276,97788.66054281745,39584.58460124686,260.4577572249523
0.25,117,0,0,0,0,2,6849.8660129137015,15732.170287678711,21754.56191211446,11381.903563070291
0.25,118,0,0,0,0,2,46826.277543915225,43027.91683232197,34759.62017312073,6819.096800564777
0.25,119,0,0,0,0,2,299282.694397403,17856.42690087932,23904.959886902652,10655.319661909334
0.25,120,0,0,0,0,2,17235.976354523074,20753.994137238853,21048.03642313968,3200.3719123054707
0.25,121,0,0,0,0,2,37602.205954384255,2157.780436357439,26145.906826165436,3063.9460180559954
0.25,122,0,0,0,0,2,41573.84465544415,30883.179334002136,23166.85420063228,6149.482090435614
0.25,123,0,0,0,0,2,25387.00056531564,3884.401157051753,25189.884416341105,10505.00731415321
0.25,124,0,0,0,0,2,15616.925355980384,5702.688250908564,22545.932539123434,3912.3076839163195
0.25,125,0,0,0,0,2,23190.205242457992,65202.81488735181,20384.639574543155,5700.77402362927
0.25,126,0,0,0,0,2,71497.28872788374,6601.218619660393,39880.39890200895,1988.4080402798434
0.25,127,0,0,0,0,2,77825.36334821908,54947.838738102284,19800.195907133228,4904.243153229867
0.25,128,0,0,0,0,2,22574.165852104517,3919.0357754961215,21689.061295596515,3210.3501939190455
0.25,129,0,0,0,0,2,15551.350133078156,17568.75937158711,20637.30130916857,4426.409187728883
0.25,130,0,0,0,0,2,151113.1930082264,3122.5214452448454,31334.900815407276,12097.135077977084
0.25,131,0,0,0,0,2,27614.587212069033,3779.6835850995803,22676.169878198947,847.6041822389213
0.25,132,0,0,0,0,2,10009.485480824338,14391.530828977795,31033.46399603355,6441.074295009073
0.25,133,0,0,0,0,2,33334.924230876706,1566.3154748158,21464.65277139141,3835.6003817133537
0.25,134,0,0,0,0,2,24013.67305851763,12952.804380695321,26384.129878141226,5738.325718100947
0.25,135,0,0,0,0,2,68210.20786289277,2045.777092828962,48061.031052969236,1548.3292615683831
0.25,136,0,0,0,0,2,97137.48288171647,12894.826203411349,30219.256024895603,8024.463698634239
0.25,137,0,0,0,0,2,5823.904806428457,6037.716353252215,29877.42302077786,7876.244267704567
0.25,138,0,0,0,0,2,14567.268341634075,15727.354925338486,26243.240618064076,14149.226602879224
0.25,139,0,0,0,0,2,37176.90850013627,7613.908666046406,30770.53433496747,3498.167533179238
0.25,140,0,0,0,0,2,33573.90555515591,7202.009464734813,29646.957218248084,3563.3025734604716
0.25,141,0,0,0,0,2,89210.71736645294,32617.89205153752,48046.50100370875,2451.764338148384
0.25,142,0,0,0,0,2,17367.04440232177,47741.67302200039,22315.300503021856,16906.098525487265
0.25,143,0,0,0,0,2,32029.33101428452,12824.410587391934,25677.88742499703,4135.738412503502
0.25,144,0,0,0,0,2,103804.72010603736,22633.18406422064,23996.180494449312,11599.611735276263
0.25,145,0,0,0,0,2,79638.38904453107,1371.6576209816108,29214.55150532279,1010.1761174061777
0.25,146,0,0,0,0,2,215030.6776469065,66092.21772967411,24064.880498166032,11852.345226019297
0.25,147,0,0,0,0,2,14547.30734878554,16279.656661225783,21423.66943773121,2614.623200037332
0.25,148,0,0,0,0,2,190656.90336985546,21784.00590345293,118651.37579746862,9947.357102449789
0.25,149,0,0,0,0,2,33676.941447205914,26108.234930170926,28969.04938765028,4028.6533143898223
0.25,150,0,0,0,0,2,28304.019915432797,32419.893118964905,31315.714261714504,3980.121058595958
0.25,151,0,0,0,0,2,37681.85201935736,3847.3775570734924,28118.882051655914,5333.234615051386
0.25,152,0,0,0,0,2,8900.676185396265,29490.671122664997,23046.995972217846,8528.042138050823
0.25,153,0,0,0,0,2,83635.26117631394,11021.513959013915,50366.93673365075,3854.8650613544582
0.25,154,0,0,0,0,2,16413.33360759581,10235.88487028334,34743.22224232842,1177.92173998629
0.25,155,0,0,0,0,2,205378.01273773075,1527.3206228030585,32766.78807795648,2469.7401150800015
0.25,156,0,0,0,0,2,66772.94918906812,6674.689244826837,26200.620721001902,2582.684510455818
0.25,157,0,0,0,0,2,17826.857390863912,158282.1270130179,24168.394309509917,11711.344655747684
0.25,158,0,0,0,0,2,40981.08019700284,54923.02490495898,23782.666000162175,18275.071515534913
0.25,159,0,0,0,0,2,18835.42823975281,5066.762615154381,29050.01264861085,4772.057338783683
0.25,160,0,0,0,0,2,11202.149936243812,11911.109405075797,26433.015357411372,10253.366004344378
0.25,161,0,0,0,0,2,11043.084564781655,13519.494019800055,23390.14610847812,8321.890326935878
0.25,162,0,0,0,0,2,21020.593864932103,13269.370032427692,22622.932786952122,7947.980160150121
0.25,163,0,0,0,0,2,34917.85252985974,64502.401622299134,23902.718227162866,3437.620108096305
0.25,164,0,0,0,0,2,45019.88907451614,26850.962911537477,23867.34937706636,1798.954243169479
0.25,165,0,0,0,0,2,22628.616368462048,6774.6433520846585,29577.143296526556,3728.904945407263
0.25,166,0,0,0,0,2,59342.33052292495,13869.097695466382,38676.95446139919,6120.82740527854
0.25,167,0,0,0,0,2,34280.567277293914,9500.797714126154,29317.83912869345,2982.0358155036756
0.25,168,0,0,0,0,2,21911.382555958557,11465.755408650119,35703.68299904211,6208.828091305912
0.25,169,0,0,0,0,2,45995.78063232116,21863.483230056467,25788.222635003112,1614.569035853539
0.25,170,0,0,0,0,2,67106.59082231039,16218.762067262116,33728.965425937786,1306.0952169525485
0.25,171,0,0,0,0,2,23728.852179744736,12999.36373046528,32054.649747884014,4605.090001754554
0.25,172,0,0,0,0,2,59099.268657781504,128795.30332136943,25437.695709337655,50277.89315906792
0.25,173,0,0,0,0,2,23912.757246456506,7617.427290456672,23382.074199061513,7038.2822221989645
0.25,174,0,0,0,0,2,15109.50039880929,4383.320318659763,20877.50380173645,381.58751127362507
0.25,175,0,0,0,0,2,22816.26897641822,2326.419578627245,34225.44220786576,1194.0973444936308
0.25,176,0,0,0,0,2,17195.54553787744,40876.83832008371,13982.984787253983,7562.765715443118
0.25,177,0,0,0,0,2,31933.005241030485,25141.984311212615,28846.86651524755,4184.0319471926805
0.25,178,0,0,0,0,2,64509.66518059125,15497.59083786383,20989.888499481818,5715.55332700592
0.25,179,0,0,0,0,2,33795.15651838924,3559.0855278950694,20294.17429092986,6894.141483927382
0.25,180,0,0,0,0,2,35367.50098680965,4813.53049471361,23911.22472683946,3879.65303399848
0.25,181,0,0,0,0,2,7510.91696301189,16533.496691985078,19931.7989212297,6032.3907941219695
0.25,182,0,0,0,0,2,36091.60434614177,6698.204603675602,36144.3287529583,4445.214870919471
0.25,183,0,0,0,0,2,29784.97213058031,13994.464588219449,26566.85933925824,5786.90515946424
0.25,184,0,0,0,0,2,10785.525104147158,18164.072693259175,23459.66145709615,3920.4418723314393
0.25,185,0,0,0,0,2,36017.07279098539,12053.966590226539,21997.55754441496,2793.3156079287924
0.25,186,0,0,0,0,2,24136.166407493474,3995.2826525876117,18985.985299938733,1773.0166159192256
0.25,187,0,0,0,0,2,5459.894751050078,6536.031411582582,22399.450738985983,7137.8330188121945
0.25,188,0,0,0,0,2,45257.114754083785,7588.378645724006,42950.52178206481,1398.6998530297676
0.25,189,0,0,0,0,2,69771.10571471375,30682.510727019704,27944.073478763923,8625.344147011525
0.25,190,0,0,0,0,2,22791.872841936973,4220.459557580455,38435.14471819436,3013.11579828284
0.25,191,0,0,0,0,2,156514.69943118922,6863.439079869257,74860.13837373306,8060.299002781788
0.25,192,0,0,0,0,2,14209.123149775818,4189.803614835835,24656.68579330062,1063.016253854164
0.25,193,0,0,0,0,2,29665.624500564278,54361.37082129872,26647.34534063837,7749.411872109689
0.25,194,0,0,0,0,2,40318.85299022012,1246.4016715174678,44754.174593962154,802.3397689495948
0.25,195,0,0,0,0,2,19431.491617943404,27091.30959681529,23730.232900344603,2647.0873348900386
0.25,196,0,0,0,0,2,483106.61294852756,902.18896541699,24209.07326510745,1483.340301748709
0.25,197,0,0,0,0,2,10482.746005412215,21385.540358801183,21759.914607266135,10578.396417238748
0.25,198,0,0,0,0,2,32887.366226621416,1985.2398392894936,20804.369901004902,8461.101660992024
0.25,199,0,0,0,0,2,60981.445325497574,14983.260413509292,32424.34155111608,7377.339606917977
0.25,200,0,0,0,0,2,15132.295150437994,17604.2553926438,29786.975171572583,3006.6221508307444
0.25,201,0,0,0,0,2,74277.94400968279,16084.098348446234,52720.14087808167,6533.083513234842
0.25,202,0,0,0,0,2,29385.668201095046,8410.756536397166,19980.753129466368,3319.579221834303
0.25,203,0,0,0,0,2,14697.627635425517,53058.06289831769,32326.67714418773,10477.630684668458
0.25,204,0,0,0,0,2,60211.084426018286,1797.4926983778848,35135.32490011793,4371.123162525055
0.25,205,0,0,0,0,2,250975.76889793915,404281.6472749019,31796.56517708308,28267.808668864833
0.25,206,0,0,0,0,2,11334.422571134743,12346.460650899231,18561.506979367834,8969.125023641782
0.25,207,0,0,0,0,2,3809.305006953402,607.1097420102113,19733.808613634115,1526.3686680483925
0.25,208,0,0,0,0,2,17884.490151748487,570.6492092073291,28876.75575036999,6230.929726014001
0.25,209,0,0,0,0,2,52144.937338289295,5634.28143034526,41679.52335036702,3702.423339849647
0.25,210,0,0,0,0,2,24224.970790842952,3604.533398796605,29829.772070486604,4973.7486623362865
0.25,211,0,0,0,0,2,97697.1768067544,8958.963727248374,49351.71250114773,5219.997516543448
0.25,212,0,0,0,0,2,9458.877468519951,3962.6376139695813,22459.236262168233,2675.4588809007646
0.25,213,0,0,0,0,2,50184.929325591176,11074.166479797623,17512.477802798014,5841.844659027312
0.25,214,0,0,0,0,2,67894.30093148841,3277.7314538311775,26409.96445077274,16019.197309015537
0.25,215,0,0,0,0,2,19695.42694742332,83.1450779720326,16275.238520989895,67.10876319125623
0.25,216,0,0,0,0,2,38163.342714316066,277100.2497321869,19636.645990052628,14719.784213288061
0.25,217,0,0,0,0,2,94544.86942495713,7077.175642128201,29012.054196729074,8473.506888614687
0.25,218,0,0,0,0,2,76712.5187830655,36382.982384231495,25737.792241374093,3585.462208421737
0.25,219,0,0,0,0,2,81787.47149087227,8092.471774158647,34197.471860995705,4576.926876732099
0.25,220,0,0,0,0,2,71579.36218651048,928.0997408158364,36302.20217387376,296.6115409856329
0.25,221,0,0,0,0,2,44157.28952009482,23195.804507919875,22478.84644093021,3260.418649427914
0.25,222,0,0,0,0,2,30031.29920277417,3791.1911849514427,19640.27550392061,1045.4883768788068
0.25,223,0,0,0,0,2,22874.06036967979,12603.539358622053,16536.853570066625,5358.3778920804125
0.25,224,0,0,0,0,2,39655.25266514519,6574.654614036905,24136.67988663318,1105.409860456609
0.25,225,0,0,0,0,2,142980.4756043472,8724.407961141147,31769.713422415876,6448.500953281462
0.25,226,0,0,0,0,2,63387.743177318036,3664.549468101775,26236.40106424237,2233.54593475588
0.25,227,0,0,0,0,2,59428.0760260582,11242.985225112265,41587.25620746683,6044.850555747473
0.25,228,0,0,0,0,2,150257.85724087057,53218.18234204784,34247.18132407887,16967.463609913077
0.25,229,0,0,0,0,2,83526.90696189865,11024.64569883461,26547.720893650076,5080.0314853958025
0.25,230,0,0,0,0,2,84334.76537985208,28759.127782377123,23004.763581189127,1033.7564624337228
0.25,231,0,0,0,0,2,26796.200173156827,5360.82517054693,21898.81080487005,6092.981342685953
0.25,232,0,0,0,0,2,23085.113596338477,1854.000322695224,24661.258135583248,3051.5572212245074
0.25,233,0,0,0,0,2,72164.60794790954,5293.177867472482,23172.555412043115,3626.0671723894643
0.25,234,0,0,0,0,2,84913.57339167624,17903.364866297215,22567.515413778397,3516.9376234681845
0.25,235,0,0,0,0,2,41236.41291631818,4678.107557663886,24597.763211199945,5465.432394704583
0.25,236,0,0,0,0,2,34805.18684298619,5275.793948032477,19514.872830410364,4347.28968154445
0.25,237,0,0,0,0,2,16153.542682864954,11724.81616313267,28566.377573440463,2971.6914687960298
0.25,238,0,0,0,0,2,7131.702569739799,2326.12914458625,18529.24257908826,2453.1493913122176
0.25,239,0,0,0,0,2,11850.066509850178,12209.21260948223,20827.9312229886,13965.066581826795
0.25,240,0,0,0,0,2,10710.269325131227,8799.570157170645,25756.881701591075,5791.664895079278
0.25,241,0,0,0,0,2,49868.1418078587,13656.171149628695,20901.25199609273,8625.104990003283
0.25,242,0,0,0,0,2,26362.33949435657,34722.00322877942,15732.963541720703,5545.510338705082
0.25,243,0,0,0,0,2,154599.41579452585,3027.90319244546,39127.30153467759,6186.363666574862
0.25,244,0,0,0,0,2,70548.34689984217,12525.330751058831,24963.14005964826,8374.315244868638
0.25,245,0,0,0,0,2,15994.57798155539,11259.043694041415,22973.077556951637,3770.8302737700415
0.25,246,0,0,0,0,2,52539.42630992902,25301.75309222716,34096.78783658345,3669.5390169468974
0.25,247,0,0,0,0,2,33988.46434066493,13714.493125989653,24993.24861707289,1449.4299986639705
0.25,248,0,0,0,0,2,25268.946021129377,15334.559578223909,25036.871899616617,7252.770492245162
0.25,249,0,0,0,0,2,197326.2900784658,108395.5865895623,28024.130734809318,21040.3834045206
0.25,250,0,0,0,0,2,5716.857191003582,8640.64877363568,24508.85239798557,3999.5460499778274
0.25,251,0,0,0,0,2,26164.922807637337,19918.015904674594,40913.230272767985,13050.308837249004
0.25,252,0,0,0,0,2,60933.56735361012,6156.9918873895795,31019.849862332456,1862.4737015172223
0.25,253,0,0,0,0,2,12901.040775606467,33506.472573583706,31380.40135834596,8417.322196510457
0.25,254,0,0,0,0,2,29363.116732381863,4499.006188448841,35254.444147210146,2878.577706391027
